1524,1802,2549,1719,266,256
1524,1799,2549,1719,266,256
1524,1799,2548,1708,265,256
1524,1799,2548,1708,265,259
1524,1798,2548,1708,265,259
1524,1798,2546,1698,265,259
1524,1798,2546,1698,269,255
1508,1798,2546,1698,269,255
1508,1770,2524,1638,269,255
1508,1770,2524,1638,1449,248
1232,1477,2489,1638,1449,248
1232,1477,2489,2484,1392,244
1232,1477,2489,2484,1392,244
787,1419,1664,2484,1392,244
787,1419,1664,2433,440,244
787,1419,1664,2433,440,260
729,1128,1664,2433,440,260
729,1128,1363,1301,2395,260
729,1128,1363,1301,2395,296
684,1064,1363,1301,2395,296
684,1064,1297,1314,2395,296
637,1064,1297,1314,2369,313
637,1019,1250,1315,2369,313
637,1019,1250,1315,2359,1607
584,1019,1250,1315,2359,1607
584,968,1210,1315,2359,1607
584,968,1210,1327,4184,310
584,968,1210,1327,4184,310
917,1150,1430,1327,4184,310
917,1150,1430,2227,1659,310
917,1150,1430,2227,1659,308
851,1063,1430,2227,1659,308
851,1063,1723,2162,1663,304
794,996,1723,2162,1663,304
794,996,1306,2110,1663,304
794,996,1306,2110,1694,1477
742,996,1306,2110,1694,1477
742,938,1234,2072,1694,1477
742,938,1234,2072,4015,1497
698,938,1234,2072,4015,1497
698,889,1189,2072,4015,1497
698,889,1189,2044,3990,3620
659,842,1131,2044,3990,3620
659,842,1131,1997,3960,3620
659,842,1131,1997,3960,3618
628,789,1131,1997,3960,3618
628,789,1096,1945,3922,3618
628,789,1096,1945,3922,1529
808,746,1096,1945,3922,1529
808,746,1049,1892,3922,1529
808,746,1049,1892,3882,1509
689,746,1049,1892,3882,1509
689,746,1496,1841,3882,1509
635,746,1496,1841,2090,1506
635,756,1466,1841,2090,1506
635,756,1466,1799,2063,1509
635,756,1466,1799,2063,1509
588,3993,1622,1799,2063,1509
588,3993,1622,1758,2003,1509
588,3993,1622,1758,2003,1508
540,822,1622,1758,2003,1508
540,822,1705,3551,1948,1508
540,822,1705,3551,1948,1504
550,1118,1885,3509,1948,1504
550,1118,1885,3509,1922,1495
622,1118,1885,3509,1922,1495
622,1427,1568,3604,1922,1495
622,1427,1568,3604,3473,2492
1021,1427,1568,3604,3473,2492
1021,1730,3348,3604,3473,2492
1021,1730,3348,1798,3422,2481
1021,1730,3348,1798,3422,2481
1310,1432,3301,1798,3422,2481
1310,1432,3301,1748,3461,2481
1582,3238,3301,1748,3461,2552
1582,3238,1716,3333,1394,2552
1582,3238,1716,3333,1394,2654
1338,3376,1716,3333,1394,2654
1338,3376,1659,3391,1394,2654
1338,3376,1659,3391,1360,651
1466,3376,1659,3391,1360,651
1466,1594,3242,1326,1360,651
1466,1594,3242,1326,2388,626
3282,1594,3242,1326,2388,626
3282,1611,3303,1326,2388,626
3282,1611,3303,1279,2401,622
