1819,216
1819,216
1819,216
1819,215
1819,215
1819,215
2115,215
2115,215
2115,215
2064,213
2064,213
2064,213
2583,215
2583,215
2594,215
2594,226
2594,226
2594,226
3666,253
3666,253
3666,253
3612,287
3612,287
3817,1995
3817,1995
3817,1995
1506,1995
1506,2517
1506,2517
1463,2517
1463,2542
1463,2542
1463,2542
1429,2558
1429,2558
1414,2595
1414,2595
1414,2595
3689,418
3689,418
3689,418
3067,418
3067,425
3067,425
3066,390
3066,390
3066,390
3427,390
3427,390
3427,390
3039,394
3039,394
3039,394
2954,400
2954,400
2933,400
2933,409
2933,409
2889,409
2889,420
2889,420
2889,420
2862,438
2862,438
2862,438
3336,476
3336,476
1001,2181
1001,2181
1001,2181
963,2181
963,493
963,493
937,493
937,465
937,465
2719,462
2719,462
2719,462
2694,457
2694,457
2694,457
2671,453
2671,453
2671,453
2635,453
2635,449
2603,449
2603,445
2603,445
2603,445
2575,441
2575,441
2575,441
2540,439
2540,439
2540,439
668,437
668,437
613,437
613,436
613,436
572,436
572,435
572,435
572,435
542,434
542,434
563,435
563,435
563,435
2886,435
2886,435
2886,435
2847,435
2847,437
2847,437
2838,437
2838,439
2838,439
2776,435
2776,435
2776,435
2744,424
2744,424
2744,424
2721,423
2721,423
2721,423
2673,423
2673,416
2629,416
2629,425
2629,425
2629,425
2576,407
2576,407
2576,407
2545,427
2545,427
1793,363
1793,363
1793,363
1745,363
1745,346
1745,346
1699,346
1699,331
1699,331
1699,331
1662,326
1662,326
1651,326
1651,326
1651,326
1906,332
1906,332
1906,332
1868,332
1868,341
1868,341
2004,341
2004,362
2004,362
2405,413
2405,413
2405,413
2374,419
2374,419
2374,419
2313,431
2313,431
1463,431
1463,460
1463,460
1395,460
1395,494
1395,494
1395,494
1348,512
1348,512
1348,512
1312,517
1312,517
1282,526
1282,526
1282,526
1255,526
1255,537
1255,537
1277,537
1277,1592
1277,1592
1277,1592
2153,512
2153,512
2149,506
2149,506
2149,506
1952,499
1952,499
1952,499
1659,499
1659,491
1623,491
1623,485
1623,485
1623,485
1595,966
1595,966
1595,966
1569,473
1569,473
1569,473
473,461
473,461
450,461
450,453
450,453
429,453
429,2398
429,2398
429,2398
402,2391
402,2391
402,2391
377,2396
377,2396
364,2711
364,2711
364,2711
343,2711
343,340
343,340
1567,340
1567,321
1567,321
1990,298
1990,298
1990,298
1628,296
1628,296
1628,296
457,301
457,301
457,301
422,301
422,313
61598,313
61598,364
61598,364
61598,364
61603,391
61603,391
61603,391
61581,400
61581,400
61581,400
61583,2152
61583,2152
61590,2152
61590,2988
61590,2988
3061,2988
3061,2983
3061,2983
3061,2983
61659,2964
61659,2964
61729,2130
61729,2130
61729,2130
61694,2126
61694,2126
61694,2126
60637,2126
60637,2117
60637,2117
3238,2117
3238,1583
3238,1583
2915,433
2915,433
2915,433
2897,420
2897,420
2897,420
2057,415
2057,415
2057,415
2029,405
2029,405
1999,405
