1999,406
1999,406
1999,406
1976,413
1976,413
1976,413
2306,422
2306,422
2717,434
2717,434
2717,434
2672,434
2672,447
2672,447
2642,447
2642,462
2642,462
2642,462
2622,485
2622,485
2594,490
2594,490
2594,490
2561,491
2561,491
2561,491
2527,491
2527,490
2527,490
2481,495
2481,495
2481,495
2433,498
2433,498
2433,498
2412,501
2412,501
2412,501
2382,503
2382,503
2351,503
2351,503
2351,503
2384,503
2384,504
2384,504
2384,504
2297,502
2297,502
2297,502
2294,501
2294,501
2295,497
2295,497
2295,497
2259,497
2259,493
2259,493
2218,493
2218,488
2218,488
2228,481
2228,481
2228,481
2182,475
2182,475
2182,475
2197,467
2197,467
2197,467
2244,467
2244,459
2017,459
2017,451
2017,451
2017,451
2011,445
2011,445
2011,445
1937,436
1937,436
1937,436
1930,425
1930,425
1917,425
1917,417
1917,417
1906,417
1906,410
1906,410
1906,410
1863,402
1863,402
1852,396
1852,396
1852,396
1837,391
1837,391
1837,391
1733,391
1733,389
1733,389
1687,389
1687,387
1687,387
1664,387
1664,387
1664,387
1734,389
1734,389
1734,389
1830,394
1830,394
1830,394
1796,394
1796,399
1763,399
1763,407
1763,407
1763,407
669,416
669,416
669,416
1733,426
1733,426
2179,440
2179,440
2179,440
2134,440
2134,481
2134,481
2097,481
2097,499
2097,499
2097,499
2067,499
2067,499
2040,1467
2040,1467
2040,1467
2013,495
2013,495
2013,495
1993,495
1993,491
1993,491
2047,491
2047,488
2047,488
2052,486
2052,486
2052,486
2024,485
2024,485
2024,485
1995,483
1995,483
1964,483
1964,483
1964,483
1934,483
1934,495
1934,495
1934,495
1905,703
1905,703
1905,703
1876,711
1876,711
1854,692
1854,692
1854,692
1852,692
1852,680
1852,680
3619,680
3619,523
3619,523
3619,523
3675,495
3675,495
61168,490
61168,490
61168,490
61134,489
61134,489
61134,489
3403,489
3403,503
3362,503
3362,533
3362,533
3362,533
3296,541
3296,541
3296,541
3135,546
3135,546
3135,546
2515,553
2515,553
2449,553
2449,563
2449,563
2368,563
2368,567
2368,567
2368,567
2335,558
2335,558
2335,558
2306,556
2306,556
2291,553
2291,553
2291,553
2278,553
2278,551
2278,551
2417,551
2417,549
2417,549
2451,550
2451,550
2451,550
1996,550
1996,550
1996,550
2213,549
2213,549
2213,549
2841,549
2841,548
3119,548
3119,548
3119,548
3119,548
4910,547
4910,547
4910,547
60654,547
60654,547
60654,547
60613,548
60613,548
60586,548
60586,547
60586,547
60562,547
60562,541
60562,541
60562,541
528,532
528,532
509,525
509,525
509,525
500,519
500,519
500,519
4822,519
4822,467
4822,467
4793,467
4793,513
4793,513
4779,437
4779,437
4779,437
4732,408
4732,408
4732,408
4697,403
4697,403
4697,403
4645,404
4645,404
4604,404
4604,423
4604,423
4604,423
4565,1330
4565,1330
4565,1330
4532,1334
4532,1334
4506,1335
4506,1335
4506,1335
4487,1335
4487,1328
4487,1328
61489,1328
61489,984
61489,984
61489,984
4910,729
4910,729
4910,455
4910,455
4910,455
4910,449
4910,449
4910,449
3137,449
3137,444
3137,444
3084,444
3084,444
3084,444
3063,449
3063,449
3063,449
3023,672
3023,672
3023,672
2984,658
2984,658
2928,658
2928,661
2928,661
2533,661
2533,663
2533,663
2533,663
2159,495
2159,495
2159,495
1135,472
1135,472
1000,470
1000,470
1000,470
962,470
962,470
962,470
930,470
930,469
930,469
906,466
906,466
906,466
607,462
607,462
607,462
618,458
618,458
618,458
685,458
685,456
660,456
660,457
660,457
660,457
647,461
647,461
647,461
670,493
670,493
670,493
714,513
714,513
692,513
692,499
692,499
668,499
668,492
668,492
668,492
639,486
639,486
618,482
618,482
618,482
598,480
598,480
598,480
594,480
594,480
594,480
579,480
579,484
579,484
544,486
544,486
544,486
512,478
512,478
512,478
483,477
483,477
483,477
452,477
452,479
426,479
426,474
426,474
426,474
813,472
813,472
813,472
754,425
754,425
734,482
734,482
734,482
719,482
719,513
719,513
692,513
692,356
692,356
692,356
672,339
672,339
654,330
654,330
654,330
649,329
649,329
649,329
629,329
629,336
629,336
621,582
621,582
621,582
614,568
614,568
614,568
604,560
604,560
604,560
591,558
591,558
578,558
578,548
578,548
565,548
565,539
565,539
565,539
542,522
542,522
542,522
515,512
515,512
498,492
498,492
498,492
482,492
482,477
482,477
465,477
465,459
465,459
465,459
455,441
455,441
446,428
446,428
446,428
440,428
440,428
440,428
433,428
433,406
428,406
428,398
428,398
428,398
429,380
429,380
429,380
425,374
425,374
425,374
422,373
422,373
421,373
421,374
421,374
422,374
422,372
422,372
422,372
413,374
413,374
413,374
417,368
417,368
415,364
415,364
415,364
409,364
409,364
409,364
405,364
405,363
405,363
424,354
424,354
424,354
437,354
437,354
437,354
431,357
431,357
431,357
485,357
485,365
541,365
541,384
541,384
541,384
578,403
578,403
578,403
623,416
623,416
623,416
651,430
651,430
669,430
669,450
669,450
684,450
684,464
684,464
684,464
693,482
693,482
694,481
694,481
694,481
685,482
685,482
685,482
682,482
682,491
682,491
682,491
682,486
682,486
698,488
698,488
698,488
668,488
668,488
668,488
664,490
664,490
664,490
663,491
663,491
624,491
624,490
624,490
624,490
630,489
630,489
630,489
617,486
617,486
603,483
603,483
603,483
584,483
584,479
584,479
568,479
568,475
568,475
568,475
557,470
557,470
557,464
557,464
557,464
547,465
547,465
547,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
553,465
553,465
553,465
548,465
548,465
549,465
549,465
549,465
548,465
548,465
548,465
548,465
552,465
552,465
552,465
553,465
553,465
552,465
552,465
552,465
552,465
552,465
552,465
548,465
548,465
548,465
548,465
548,465
548,465
545,465
545,465
545,465
549,465
549,465
549,465
551,465
551,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
551,465
552,465
552,465
552,465
551,465
551,465
551,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
552,465
555,465
555,464
555,464
553,465
553,465
553,465
552,465
552,465
