2915,3545,3807,479,285,227
2916,3545,3807,479,285,227
2916,3545,3811,478,285,227
2916,3545,3811,478,285,227
2915,3545,3811,478,285,227
2915,3543,3815,478,285,227
2915,3543,3815,478,306,227
2904,3543,3815,478,306,227
2904,3509,3810,478,306,227
2904,3509,3810,463,290,226
2847,3443,3689,463,290,226
2847,3443,3689,532,324,226
2847,3443,3689,532,324,232
1778,3366,3689,532,324,232
1778,3366,4910,894,379,232
1778,3366,4910,894,379,262
1703,3334,4910,894,379,262
1703,3334,3300,3562,379,262
1703,3334,3300,3562,534,304
1649,3334,3300,3562,534,304
1649,2642,3218,3392,534,304
1793,2642,3218,3392,899,369
1793,1587,3190,3392,899,369
1793,1587,3190,3200,3466,440
1793,1587,3190,3200,3466,440
6000,1529,3181,3200,3466,440
6000,1529,3181,3129,3379,440
6000,1529,3181,3129,3379,493
6000,1483,3181,3129,3379,493
6000,1483,3153,3084,3313,493
6000,1483,3153,3084,3313,526
6000,1434,3093,3043,3313,526
6000,1434,3093,3043,3283,569
6000,1434,3093,3043,3283,569
6000,1388,3020,3000,3283,569
6000,1388,3020,3000,3256,593
4383,1388,3020,3000,3256,593
4383,1344,2966,3000,3256,593
4383,1344,2966,2970,3217,641
4383,1344,2966,2970,3217,641
1476,1305,2901,2970,3217,641
1476,1305,2901,3032,3307,641
1267,2636,2901,3032,3307,610
1267,2636,2843,3023,3276,610
1267,2636,2843,3023,3276,570
1213,2829,2843,3023,3276,570
1213,2829,2822,3111,3276,570
1213,2829,2822,3111,845,547
2514,2829,2822,3111,845,547
2514,2758,2825,3159,845,547
2514,2758,2825,3159,790,549
2124,2758,2825,3159,790,549
2124,2712,2780,3159,790,549
2124,2712,2780,3124,829,558
2066,2664,2740,3124,829,558
2066,2664,2740,3097,2707,558
2066,2664,2740,3097,2707,567
2021,2617,2740,3097,2707,567
2021,2617,2702,3064,2679,567
2021,2617,2702,3064,2679,571
1976,2571,2702,3064,2679,571
1976,2571,2644,3031,2679,571
1976,2571,2644,3031,2650,578
1935,2571,2644,3031,2650,578
1935,2526,2622,2974,2624,581
1902,2526,2622,2974,2624,581
1902,2485,2554,2974,2624,581
1902,2485,2554,2942,2596,583
1902,2485,2554,2942,2596,583
1889,2441,2569,2942,2596,583
1889,2441,2569,2925,2567,583
1889,2441,2569,2925,2567,587
2480,2401,2569,2925,2567,587
2480,2401,2586,2890,2536,587
2384,2375,2586,2890,2536,584
2384,2375,2551,2891,2536,584
2384,2375,2551,2891,2518,582
2317,2375,2551,2891,2518,582
2317,2382,2595,2867,2518,582
2317,2382,2595,2867,3032,576
2275,2382,2595,2867,3032,576
2275,2345,2640,2867,3032,576
